Column1,carat,cut,color,clarity,depth,table,price,x,y,z,volume,,,,
9896,1.02,Ideal,I,SI1,61.3,57,4685,6.47,6.49,3.97,166.701491,,,,
9898,1.01,Good,E,SI2,58.7,63,4685,6.52,6.6,3.85,165.6732,,,,
9895,1.01,Ideal,I,VS2,59.9,61,4685,6.49,6.53,3.9,165.28083,,,,
9894,1,Very Good,E,SI2,59.6,62,4685,6.45,6.51,3.86,162.07947,,,,
9897,0.9,Good,H,VS2,58.2,59,4685,6.36,6.33,3.69,148.554972,,,,
9891,0.9,Very Good,H,VS1,63.6,55,4685,6.15,6.11,3.9,146.54835,,,,
9892,0.9,Very Good,H,VS1,62.8,59,4685,6.07,6.15,3.84,143.34912,,,,
9890,1.02,Ideal,F,SI2,61.6,56,4684,6.52,6.49,4.01,169.682348,,,,
9889,1.03,Ideal,F,SI2,61.6,55,4683,6.46,6.49,3.99,167.282346,,,,
9884,1.09,Good,D,SI2,63.8,60,4682,6.57,6.49,4.16,177.379488,,,,
9886,1.1,Very Good,H,SI1,63.5,55,4682,6.55,6.49,4.14,175.98933,,,,
9885,1.06,Ideal,D,SI2,61.2,57,4682,6.59,6.51,4.01,172.032609,,,,
9888,1.05,Premium,H,SI1,62.2,58,4682,6.5,6.46,4.03,169.2197,,,,
9883,1.09,Premium,D,SI2,62.2,59,4682,6.49,6.46,4.03,168.959362,,,,
9880,1.04,Very Good,H,SI1,59.7,60,4682,6.55,6.58,3.92,168.94808,,,,
9887,0.95,Premium,F,SI1,62.3,60,4682,6.3,6.26,3.91,154.20258,,,,
9881,0.95,Premium,F,SI1,62.9,59,4682,6.24,6.13,3.89,148.797168,,,,
9882,0.9,Good,D,VS2,65.8,58,4682,5.99,6.01,3.95,142.199605,,,,
9879,1.01,Very Good,I,SI1,62.1,58,4681,6.37,6.39,3.96,161.189028,,,,
9878,0.9,Very Good,F,VS2,62.6,58,4681,6.08,6.13,3.82,142.372928,,,,
9876,1.01,Very Good,H,SI1,59.8,61,4680,6.54,6.51,3.9,166.04406,,,,
9877,1.01,Ideal,H,SI1,61.4,60,4680,6.48,6.45,3.97,165.93012,,,,
9875,1.28,Good,G,SI2,63.6,57,4679,6.78,6.73,4.29,195.750126,,,,
9872,1.05,Ideal,I,SI1,62.1,54,4679,6.54,6.55,4.06,173.91822,,,,
9868,1.03,Ideal,D,SI2,61.2,57,4679,6.51,6.59,4.01,172.032609,,,,
9869,1.03,Ideal,G,SI1,62.4,57,4679,6.47,6.52,4.05,170.84682,,,,
9870,1.03,Ideal,D,SI2,61.8,56,4679,6.46,6.51,4.01,168.638946,,,,
9867,1.03,Very Good,D,SI2,62.8,56,4679,6.43,6.46,4.05,168.22809,,,,
9866,1.03,Premium,D,SI2,61.7,58,4679,6.47,6.5,4,168.22,,,,
9864,1.03,Very Good,D,SI2,61.3,61,4679,6.46,6.49,3.97,166.443838,,,,
9865,1.03,Good,G,SI1,63.2,58,4679,6.38,6.43,4.05,166.14477,,,,
9874,1,Fair,F,SI1,56.5,60,4679,6.62,6.66,3.75,165.3345,,,,
9873,1,Good,F,SI1,60.1,65,4679,6.4,6.44,3.86,159.09376,,,,
9871,0.7,Very Good,E,IF,60.3,59,4679,5.72,5.76,3.46,113.997312,,,,
9863,1.19,Ideal,J,SI1,62,56,4678,6.8,6.77,4.21,193.81156,,,,
9860,1.18,Good,G,SI1,64.2,62,4678,6.6,6.51,4.25,182.6055,,,,
9854,1.07,Ideal,F,SI2,61.5,57,4678,6.57,6.6,4.05,175.6161,,,,
9853,1.07,Ideal,F,SI2,62,57,4678,6.49,6.6,4.06,173.90604,,,,
9859,1.02,Very Good,F,SI1,63.5,57,4678,6.4,6.35,4.05,164.592,,,,
9858,1.02,Premium,F,SI1,63,58,4678,6.4,6.36,4.02,163.63008,,,,
9861,1.02,Good,F,SI1,63.7,61,4678,6.27,6.23,3.98,155.467158,,,,
9856,0.9,Ideal,F,VS2,62.7,56,4678,6.17,6.2,3.88,148.42552,,,,
9855,0.9,Very Good,F,VS2,61.9,57,4678,6.17,6.23,3.84,147.606144,,,,
9857,0.9,Very Good,F,VS2,61.7,56,4678,6.18,6.21,3.82,146.603196,,,,
9862,0.91,Ideal,H,VS2,62.4,56,4678,6.2,6.14,3.85,146.5618,,,,
9852,1.74,Very Good,H,I1,63.2,55,4677,7.62,7.59,4.8,277.61184,,,,
9851,0.9,Premium,E,SI1,62.8,58,4677,6.13,6.09,3.84,143.353728,,,,
9847,1.22,Ideal,J,SI2,61.2,57,4676,6.86,6.9,4.21,199.27614,,,,
9849,1,Ideal,H,SI1,61.4,55,4676,6.49,6.44,3.97,165.928532,,,,
9845,1.01,Premium,I,VS2,62.5,58,4676,6.44,6.39,4.01,165.017916,,,,
9850,1.01,Premium,F,SI2,61.9,58,4676,6.39,6.34,3.94,159.619644,,,,
9846,0.92,Very Good,D,SI1,62.9,56,4676,6.18,6.22,3.9,149.91444,,,,
9848,0.91,Premium,E,VS2,62.2,60,4676,6.21,6.13,3.84,146.178432,,,,
9841,1.21,Premium,J,VS1,61,60,4675,6.88,6.83,4.18,196.419872,,,,
9844,1.05,Ideal,F,SI2,60.9,56,4675,6.64,6.56,4.02,175.104768,,,,
9842,1.08,Ideal,G,SI2,61.9,58,4675,6.55,6.57,4.06,174.71601,,,,
9843,1.02,Ideal,E,SI1,61.1,56,4675,6.51,6.45,3.96,166.27842,,,,
9840,1.1,Good,F,SI2,60.5,61,4674,6.61,6.67,4.02,177.236574,,,,
9838,1.12,Very Good,H,SI1,63.1,56,4673,6.62,6.59,4.17,181.919586,,,,
9839,0.91,Ideal,G,SI1,62.5,56,4673,6.19,6.22,3.88,149.386984,,,,
9837,1.01,Premium,D,SI2,58.3,59,4672,6.67,6.63,3.88,171.581748,,,,
9833,1.01,Premium,D,SI2,60.3,57,4672,6.56,6.51,3.94,168.260064,,,,
9832,1.01,Ideal,G,SI1,62.9,54,4672,6.47,6.41,4.05,167.964435,,,,
9819,1.01,Premium,D,SI2,58.8,59,4672,6.58,6.55,3.86,166.36214,,,,
9828,1.01,Premium,D,SI2,62.2,60,4672,6.43,6.4,3.99,164.19648,,,,
9824,1.01,Premium,D,SI2,62.8,59,4672,6.44,6.34,4.01,163.726696,,,,
9820,1.01,Premium,G,SI1,61.2,61,4672,6.47,6.41,3.94,163.402438,,,,
9834,1.01,Premium,G,SI1,59.6,61,4672,6.52,6.47,3.87,163.253628,,,,
9822,1.01,Premium,G,SI1,61,62,4672,6.49,6.4,3.93,163.23648,,,,
9827,1.01,Premium,G,SI1,62.9,61,4672,6.4,6.36,4.01,163.22304,,,,
9829,1.01,Good,G,SI1,63.6,57,4672,6.37,6.33,4.04,162.901284,,,,
9836,1.01,Premium,D,SI2,60.9,62,4672,6.45,6.43,3.92,162.57612,,,,
9826,1.01,Good,G,SI1,63.9,57,4672,6.37,6.3,4.05,162.53055,,,,
9835,1.01,Good,D,SI2,63.9,57,4672,6.36,6.29,4.04,161.617776,,,,
9831,1.01,Premium,D,SI2,61.8,60,4672,6.41,6.37,3.95,161.285215,,,,
9830,1.01,Premium,G,SI1,62.5,60,4672,6.39,6.34,3.98,161.240148,,,,
9823,1.01,Very Good,G,SI1,63.5,60,4672,6.33,6.3,4.01,159.91479,,,,
9825,1.01,Very Good,G,SI1,63.4,58,4672,6.33,6.28,4,159.0096,,,,
9821,1.01,Good,G,SI1,60.7,59,4672,6.35,6.4,3.87,157.2768,,,,
9818,1.03,Good,D,SI2,59.3,58,4671,6.57,6.61,3.91,169.802307,,,,
9817,1.09,Ideal,G,SI2,62.1,56,4670,6.66,6.59,4.12,180.824328,,,,
9816,1.09,Ideal,G,SI2,61.2,57,4670,6.68,6.63,4.07,180.253788,,,,
9812,1.11,Premium,G,SI2,61.5,58,4670,6.6,6.67,4.08,179.60976,,,,
9814,0.91,Premium,H,VS1,61.8,54,4670,6.32,6.27,3.89,154.146696,,,,
9815,0.91,Very Good,H,VS1,59.4,63,4670,6.32,6.28,3.74,148.439104,,,,
9813,0.91,Premium,H,VS1,61,59,4670,6.25,6.18,3.79,146.38875,,,,
9811,1.21,Premium,I,VS2,61.6,61,4669,6.86,6.8,4.21,196.38808,,,,
9810,1.21,Good,F,SI2,63.7,64,4669,6.73,6.63,4.25,189.634575,,,,
9809,1.01,Very Good,H,SI1,63.3,56,4669,6.35,6.39,4.03,163.523295,,,,
9808,1.16,Ideal,I,SI1,61.7,56,4668,6.76,6.7,4.15,187.9618,,,,
9801,1.04,Ideal,F,SI2,62.1,57,4668,6.46,6.48,4.02,168.280416,,,,
9807,1.01,Ideal,E,SI2,61.6,58,4668,6.45,6.5,3.99,167.28075,,,,
9805,1.03,Very Good,E,SI2,62.1,59,4668,6.43,6.46,4,166.1512,,,,
9802,0.9,Very Good,G,VVS2,62.6,55,4668,6.12,6.19,3.85,145.84878,,,,
9806,0.91,Very Good,E,SI2,63.2,56,4668,6.08,6.14,3.86,144.098432,,,,
9804,0.9,Good,G,VVS2,62.6,58,4668,6.1,6.13,3.83,143.21519,,,,
9803,0.9,Very Good,D,VS2,63,62,4668,6.06,6.13,3.84,142.647552,,,,
9800,1.05,Ideal,G,SI2,62.2,54,4667,6.52,6.56,4.07,174.078784,,,,
9799,1.24,Premium,J,SI2,62.2,58,4666,6.94,6.82,4.28,202.575824,,,,
9797,1.24,Premium,E,SI2,60.5,62,4666,6.97,6.89,4.19,201.217627,,,,
9796,1.24,Ideal,J,SI2,61.6,57,4666,6.89,6.87,4.24,200.697432,,,,
9790,1.01,Ideal,E,SI2,61.2,54,4666,6.49,6.52,3.98,168.412904,,,,
9787,1.01,Very Good,E,SI2,59.5,59,4666,6.54,6.58,3.9,167.82948,,,,
9794,1.01,Ideal,E,SI2,61.1,57,4666,6.48,6.52,3.97,167.730912,,,,
9789,1.01,Very Good,D,SI1,62.4,58,4666,6.39,6.47,4.01,165.786633,,,,
9793,1.01,Very Good,E,SI2,61.5,56,4666,6.45,6.47,3.97,165.674055,,,,
9788,1.01,Ideal,E,SI2,62.2,54,4666,6.39,6.43,3.99,163.939923,,,,
9791,1.01,Premium,E,SI2,61.5,58,4666,6.4,6.43,3.95,162.5504,,,,
9795,1.01,Good,E,SI2,63.7,58,4666,6.32,6.36,4.04,162.388608,,,,
9792,1.01,Premium,E,SI2,62.6,59,4666,6.36,6.39,3.99,162.155196,,,,
9786,1.01,Very Good,I,VS2,62.3,60,4666,6.33,6.41,3.97,161.083941,,,,
9798,0.93,Ideal,G,SI1,62.2,58,4666,6.2,6.24,3.87,149.72256,,,,
9784,1.19,Very Good,I,SI1,63.2,58,4665,6.82,6.7,4.27,195.11338,,,,
9783,0.98,Ideal,G,SI1,62.3,56,4665,6.37,6.34,3.96,159.927768,,,,
9781,0.91,Very Good,H,VVS2,62.9,58,4665,6.14,6.17,3.87,146.610306,,,,
9785,1,Fair,H,SI1,67.6,59,4665,6.03,5.95,4.05,145.307925,,,,
9782,0.86,Very Good,E,VS2,62.3,56,4665,6.05,6.08,3.78,139.04352,,,,
9780,1.11,Premium,E,SI2,62.5,58,4664,6.63,6.61,4.14,181.432602,,,,
9779,1,Ideal,I,VS1,63.1,57,4664,6.32,6.39,4.01,161.943048,,,,
9778,0.9,Very Good,H,VVS1,62.1,59,4664,6.17,6.19,3.84,146.658432,,,,
9775,1.12,Premium,D,SI2,59.5,59,4663,6.8,6.75,4.03,184.977,,,,
9777,0.91,Premium,D,SI1,59,61,4663,6.35,6.29,3.73,148.981795,,,,
9774,0.91,Ideal,I,VVS2,60.6,57,4663,6.25,6.27,3.79,148.520625,,,,
9776,0.91,Premium,D,SI1,62.3,60,4663,6.21,6.15,3.85,147.037275,,,,
9773,1.11,Ideal,H,SI2,61.3,55,4662,6.73,6.65,4.1,183.49345,,,,
9770,1.11,Ideal,H,SI2,62.7,57,4662,6.66,6.59,4.14,181.702116,,,,
9762,1.11,Premium,H,SI2,61.5,59,4662,6.67,6.63,4.09,180.868389,,,,
9772,1.11,Ideal,H,SI2,62,54,4662,6.64,6.61,4.11,180.389544,,,,
9771,1.11,Premium,H,SI2,61.6,60,4662,6.67,6.6,4.09,180.04998,,,,
9763,1.11,Premium,H,SI2,62.9,59,4662,6.59,6.54,4.13,177.997218,,,,
9768,1.06,Ideal,G,SI2,61,57,4662,6.61,6.56,4.02,174.313632,,,,
9769,1.02,Ideal,F,SI2,61.4,56,4662,6.5,6.47,3.98,167.3789,,,,
9767,1.02,Ideal,F,SI2,62.4,55,4662,6.46,6.43,4.02,166.981956,,,,
9766,1.02,Ideal,I,VS2,61.5,57,4662,6.49,6.45,3.98,166.60479,,,,
9764,1.02,Premium,I,VS2,59.5,59,4662,6.54,6.5,3.88,164.9388,,,,
9765,0.9,Very Good,H,VS2,62.6,57,4662,6.11,6.09,3.82,142.141818,,,,
9758,1.23,Very Good,F,SI2,60.9,58,4661,6.93,6.96,4.23,204.024744,,,,
9759,1.15,Very Good,H,SI2,63.7,56,4661,6.63,6.66,4.23,186.779034,,,,
9756,1.13,Very Good,H,SI2,62.7,55,4661,6.61,6.69,4.17,184.401153,,,,
9760,1,Very Good,D,SI2,62.5,58,4661,6.35,6.44,4,163.576,,,,
9754,0.94,Premium,E,SI1,60,58,4661,6.37,6.44,3.84,157.527552,,,,
9753,0.94,Very Good,E,SI1,61.8,56,4661,6.29,6.33,3.9,155.28123,,,,
9752,0.94,Very Good,E,SI1,62.4,56,4661,6.24,6.27,3.9,152.58672,,,,
9755,0.94,Premium,E,SI1,62,58,4661,6.24,6.27,3.88,151.804224,,,,
9761,0.9,Ideal,D,SI1,61.3,58,4661,6.16,6.21,3.79,144.981144,,,,
9757,0.9,Premium,G,VS1,62.7,58,4661,6.06,6.15,3.83,142.74027,,,,
9751,1.27,Premium,J,SI2,60.4,58,4660,7.04,7,4.24,208.9472,,,,
9750,1.19,Premium,I,SI2,62.6,58,4660,6.7,6.75,4.21,190.39725,,,,
9743,1.2,Ideal,J,SI2,61.7,56,4659,6.79,6.87,4.21,196.385133,,,,
9744,1.2,Good,J,SI2,63.3,54.4,4659,6.72,6.78,4.27,194.548032,,,,
9746,1.09,Premium,I,VS2,61.3,58,4659,6.63,6.58,4.05,176.68287,,,,
9749,1.04,Ideal,I,SI1,61.3,57,4659,6.57,6.54,4.02,172.730556,,,,
9747,1.04,Premium,H,SI1,58.5,62,4659,6.67,6.64,3.89,172.283432,,,,
9748,1.04,Ideal,I,SI1,61.3,57,4659,6.56,6.53,4.01,171.775568,,,,
9745,1.01,Very Good,H,SI1,63.5,57,4659,6.31,6.35,4.02,161.07537,,,,
9740,1.32,Very Good,J,SI1,63.5,57,4657,6.98,6.95,4.42,214.41862,,,,
9738,1.2,Premium,J,SI1,61.5,59,4657,6.84,6.81,4.2,195.63768,,,,
9737,1.16,Very Good,I,SI1,61.5,60.4,4657,6.71,6.76,4.14,187.788744,,,,
9741,1,Fair,F,SI1,65.8,58,4657,6.23,6.15,4.07,155.940015,,,,
9742,0.9,Ideal,F,SI1,61.7,57,4657,6.25,6.2,3.84,148.8,,,,
9739,0.9,Premium,H,VVS2,62.4,58,4657,6.15,6.12,3.83,144.15354,,,,
9731,1.26,Ideal,J,SI2,62.5,53,4656,6.86,6.9,4.3,203.5362,,,,
9733,1.08,Very Good,E,SI2,60.2,58,4656,6.61,6.68,4,176.6192,,,,
9734,1.08,Good,E,SI2,63.7,57,4656,6.49,6.54,4.15,176.14509,,,,
9732,1.08,Premium,E,SI2,60.8,59,4656,6.57,6.62,4.01,174.408534,,,,
9736,1.06,Premium,F,SI2,62,59,4656,6.57,6.52,4.06,173.915784,,,,
9735,1,Fair,F,VS2,68.4,58,4656,5.97,6.1,4.13,150.40221,,,,
9730,0.75,Very Good,D,VVS2,59.4,59,4656,5.88,5.94,3.51,122.594472,,,,
9729,0.9,Good,F,VS2,60,58,4655,6.21,6.26,3.74,145.391004,,,,
9727,1.14,Premium,H,SI1,63,57,4654,6.7,6.65,4.2,187.131,,,,
9728,1.12,Premium,F,SI2,60.5,59,4654,6.79,6.73,4.09,186.899503,,,,
9724,1.15,Very Good,H,SI2,61.9,57,4654,6.68,6.72,4.15,186.29184,,,,
9726,1.12,Premium,F,SI2,61.6,58,4654,6.69,6.63,4.1,181.85427,,,,
9725,1.06,Premium,E,SI2,61.7,62,4654,6.54,6.5,4.02,170.8902,,,,
9722,1.01,Ideal,G,SI1,61.4,55,4653,6.46,6.5,3.98,167.1202,,,,
9723,1.01,Ideal,G,SI1,61.4,57,4653,6.44,6.5,3.97,166.1842,,,,
9721,1.01,Very Good,G,SI1,62.4,58,4653,6.39,6.44,4,164.6064,,,,
9688,1.22,Very Good,J,SI2,62.6,58,4652,6.78,6.84,4.26,197.558352,,,,
9689,1.17,Very Good,H,SI1,63.1,56,4652,6.76,6.71,4.25,192.7783,,,,
9686,1.14,Very Good,F,SI2,62.9,59,4652,6.62,6.64,4.17,183.299856,,,,
9687,1.06,Premium,E,SI2,60.5,60,4652,6.61,6.67,4.02,177.236574,,,,
9690,1,Very Good,H,VS2,63.3,62,4652,6.37,6.29,4.01,160.669873,,,,
9685,1.1,Premium,G,SI2,61.4,59,4650,6.71,6.59,4.08,180.413112,,,,
9684,1.23,Premium,J,SI1,61.9,54,4649,6.89,6.86,4.26,201.350604,,,,
9682,1,Ideal,I,SI1,62.5,56,4649,6.38,6.41,4,163.5832,,,,
9680,1,Very Good,I,SI1,58.5,61,4649,6.51,6.55,3.82,162.88671,,,,
9681,1,Ideal,H,SI2,62,56,4649,6.38,6.43,3.97,162.862898,,,,
9683,1,Ideal,I,SI1,61.5,57,4649,6.39,6.43,3.94,161.885538,,,,
9678,1.52,Fair,H,I1,65.4,62,4648,7.1,7.02,4.62,230.27004,,,,
9677,1.52,Fair,H,I1,69.7,55,4648,6.92,6.89,4.81,229.335028,,,,
9679,1.04,Ideal,H,SI1,62.5,57,4648,6.5,6.46,4.05,170.0595,,,,
9676,1,Premium,E,SI2,60.4,60,4648,6.49,6.46,3.91,163.928314,,,,
9675,1.13,Premium,G,SI2,61.5,59,4647,6.73,6.69,4.13,185.947881,,,,
9673,1.06,Ideal,I,SI1,62.6,56,4646,6.46,6.54,4.07,171.950988,,,,
9672,1,Good,E,SI1,63.9,55,4646,6.28,6.34,4.03,160.455256,,,,
9674,1.01,Fair,G,SI1,60.4,62,4646,6.31,6.34,3.82,152.820628,,,,
9671,1.11,Ideal,I,SI1,62.3,56,4645,6.59,6.64,4.12,180.281312,,,,
9670,1.02,Ideal,E,SI2,62,59,4645,6.43,6.4,3.98,163.78496,,,,
9669,1.07,Premium,F,SI2,61.8,59,4644,6.57,6.53,4.05,173.753505,,,,
9668,0.7,Very Good,E,VVS1,63.2,57,4644,5.62,5.67,3.57,113.759478,,,,
9667,1.35,Ideal,G,I1,62.5,57,4643,7.04,7.01,4.39,216.648256,,,,
9666,1.06,Ideal,J,VS2,62.4,54,4643,6.51,6.57,4.08,174.504456,,,,
9665,1,Very Good,F,SI1,62.5,56,4643,6.38,6.42,4,163.8384,,,,
9664,0.9,Very Good,E,VS2,63,57,4643,6.07,6.15,3.85,143.722425,,,,
9662,1.01,Ideal,H,SI1,62.4,53,4642,6.47,6.42,4.02,166.980348,,,,
9660,1.01,Good,H,SI1,60.3,64,4642,6.53,6.5,3.93,166.80885,,,,
9663,1.01,Premium,H,SI1,61.8,60,4642,6.48,6.43,3.99,166.248936,,,,
9661,1.01,Very Good,H,SI1,63.3,58,4642,6.4,6.37,4.04,164.70272,,,,
9658,1.01,Premium,H,SI1,61.2,58,4642,6.47,6.43,3.95,164.328295,,,,
9657,1.01,Very Good,H,SI1,63.4,58,4642,6.38,6.34,4.03,163.010276,,,,
9652,1.01,Premium,H,SI1,62.5,59,4642,6.44,6.33,3.99,162.653148,,,,
9656,1.01,Premium,H,SI1,62.8,58,4642,6.38,6.36,4,162.3072,,,,
9659,1.01,Premium,H,SI1,63,60,4642,6.36,6.33,4,161.0352,,,,
9654,0.91,Ideal,F,SI2,61.7,56,4642,6.21,6.24,3.84,148.801536,,,,
9655,0.91,Ideal,F,SI2,62,56,4642,6.2,6.22,3.85,148.4714,,,,
9653,0.91,Ideal,F,SI2,62,57,4642,6.15,6.23,3.84,147.12768,,,,
9651,1.12,Premium,I,SI1,62,56,4641,6.73,6.65,4.15,185.731175,,,,
9648,1.12,Premium,H,SI2,59.7,60,4641,6.77,6.72,4.03,183.342432,,,,
9649,1.12,Premium,H,SI2,62,57,4641,6.68,6.61,4.12,181.917776,,,,
9650,1.12,Premium,H,SI1,61.2,59,4641,6.69,6.65,4.08,181.51308,,,,
9646,1.01,Ideal,I,SI1,60.3,58,4641,6.5,6.56,3.94,168.0016,,,,
9645,1,Very Good,I,VS1,63.3,55,4641,6.39,6.34,4.03,163.265778,,,,
9647,1.01,Good,G,SI1,62.8,58,4641,6.36,6.29,3.97,158.817468,,,,
9644,1.09,Very Good,I,SI1,61.4,58,4640,6.61,6.69,4.08,180.421272,,,,
9643,1.1,Premium,D,SI2,62.4,58,4640,6.57,6.6,4.11,178.21782,,,,
9642,1.1,Very Good,I,SI1,61.2,61,4640,6.61,6.66,4.01,176.530626,,,,
9640,1.17,Good,D,SI2,57.8,62,4639,6.97,6.91,4.01,193.132427,,,,
9641,1.18,Premium,I,SI2,61.7,58,4639,6.79,6.75,4.18,191.57985,,,,
9638,1.09,Premium,H,SI2,62.5,58,4639,6.61,6.55,4.11,177.944505,,,,
9639,1.09,Very Good,I,SI1,63.2,59,4639,6.54,6.5,4.12,175.1412,,,,
9637,0.97,Premium,D,SI1,62,60,4639,6.29,6.25,3.89,152.925625,,,,
9636,0.92,Ideal,H,VS2,60.8,58,4639,6.27,6.32,3.83,151.769112,,,,
9635,1.01,Premium,H,SI2,60.3,60,4638,6.49,6.47,3.91,164.182073,,,,
9634,1.01,Ideal,I,SI1,61.9,59,4638,6.38,6.42,3.96,162.200016,,,,
9625,1.2,Very Good,H,SI1,63.3,56,4637,6.75,6.72,4.26,193.2336,,,,
9632,1.21,Fair,G,SI1,64.5,56,4637,6.69,6.62,4.29,189.994662,,,,
9630,1.15,Premium,I,SI1,62.2,56,4637,6.77,6.67,4.18,188.751662,,,,
9631,1.21,Very Good,G,SI1,63.4,60,4637,6.68,6.63,4.22,186.897048,,,,
9622,1.2,Good,J,VS2,64.3,56,4637,6.65,6.57,4.25,185.684625,,,,
9627,1,Good,H,VS2,63.6,61,4637,6.21,6.25,3.96,153.6975,,,,
9633,0.92,Premium,E,SI1,61.7,57,4637,6.32,6.2,3.86,151.25024,,,,
9628,0.92,Premium,H,VVS2,62.5,58,4637,6.25,6.16,3.88,149.38,,,,
9623,0.9,Very Good,F,VS2,63.4,57,4637,6.19,6.08,3.89,146.400928,,,,
9626,0.9,Very Good,H,VVS2,59.9,61,4637,6.29,6.19,3.74,145.617274,,,,
9629,0.91,Premium,D,VS2,62.7,59,4637,6.16,6.13,3.85,145.37908,,,,
9624,0.9,Premium,G,VS2,61.7,57,4637,6.21,6.11,3.8,144.18378,,,,
9621,1.28,Premium,J,SI2,62.3,58,4636,6.94,6.89,4.31,206.089546,,,,
9620,1.2,Very Good,J,SI2,61.4,55,4636,6.85,6.92,4.23,200.51046,,,,
9619,0.93,Ideal,H,SI1,62.4,55,4635,6.2,6.24,3.88,150.10944,,,,
9618,1.33,Premium,G,SI2,61.3,59,4634,7.06,6.93,4.29,209.891682,,,,
9616,1.06,Very Good,F,SI2,62.6,60,4634,6.54,6.44,4.06,170.997456,,,,
9617,1.01,Fair,F,SI1,65.5,57,4634,6.12,6.22,4.04,153.788256,,,,
9615,1.08,Ideal,J,SI1,62.1,55,4633,6.54,6.57,4.07,174.878946,,,,
9609,1.02,Very Good,D,SI2,61.5,56,4633,6.47,6.51,3.99,168.057603,,,,
9606,1.02,Very Good,G,SI1,63,55,4633,6.4,6.45,4.05,167.184,,,,
9612,1.02,Very Good,G,SI1,62,57,4633,6.41,6.5,4,166.66,,,,
9613,1.02,Very Good,D,SI2,60.3,58,4633,6.48,6.52,3.92,165.618432,,,,
9610,1.02,Ideal,G,SI1,59.2,57,4633,6.52,6.56,3.87,165.524544,,,,
9607,1.02,Premium,G,SI1,60.8,58,4633,6.46,6.5,3.94,165.4406,,,,
9605,1.02,Good,D,SI2,63.4,59,4633,6.37,6.41,4.05,165.368385,,,,
9608,1.02,Premium,G,SI1,62.3,59,4633,6.4,6.44,4,164.864,,,,
9611,1.02,Premium,G,SI1,61,59,4633,6.44,6.48,3.94,164.420928,,,,
9614,1,Good,J,VVS1,63.5,59,4633,6.29,6.34,4.01,159.913186,,,,
9603,1.01,Premium,F,SI1,63,58,4632,6.33,6.29,3.98,158.466486,,,,
9604,1.01,Good,F,SI1,57.4,57,4632,6.52,6.48,3.73,157.591008,,,,
9602,1.01,Very Good,F,SI1,63.5,58,4632,6.29,6.24,3.98,156.213408,,,,
9601,0.56,Ideal,D,IF,60.8,58,4632,5.35,5.31,3.24,92.04354,,,,
9599,1.21,Ideal,G,SI2,62.9,57,4631,6.78,6.73,4.25,193.92495,,,,
9600,1.17,Premium,H,SI1,62.6,59,4631,6.78,6.71,4.22,191.983836,,,,
9593,1.06,Ideal,I,SI1,61.2,56,4630,6.64,6.6,4.05,177.4872,,,,
9594,1.06,Ideal,I,SI1,61.2,56,4630,6.64,6.6,4.05,177.4872,,,,
9598,1.04,Ideal,F,SI2,61.8,56,4630,6.53,6.49,4.02,170.366394,,,,
9596,1.04,Ideal,F,SI2,62.6,57,4630,6.48,6.45,4.05,169.2738,,,,
9592,1,Very Good,E,SI2,63,54,4630,6.33,6.37,4,161.2884,,,,
9597,1,Fair,G,VS1,63.1,63,4630,6.38,6.29,4,160.5208,,,,
9595,0.81,Ideal,F,VVS2,62.3,54,4630,5.94,6.01,3.72,132.801768,,,,
9591,1.09,Very Good,F,SI2,58.6,63,4629,6.73,6.78,3.96,180.692424,,,,
9589,1.04,Ideal,H,SI1,60.3,57,4629,6.55,6.58,3.96,170.67204,,,,
9590,0.94,Premium,H,VS2,60.1,59,4629,6.32,6.35,3.81,152.90292,,,,
9585,1,Very Good,D,SI2,63.2,57,4628,6.24,6.32,3.97,156.564096,,,,
9588,0.95,Premium,E,SI1,62.8,59,4628,6.25,6.21,3.91,151.756875,,,,
9587,0.82,Ideal,D,VS2,61.9,56,4628,5.98,6.03,3.72,134.140968,,,,
9586,0.82,Ideal,D,VS2,60.8,57,4628,6.02,6.05,3.67,133.66507,,,,
9578,1.35,Fair,G,SI2,66,58,4627,6.89,6.81,4.52,212.082468,,,,
9579,1.08,Premium,G,SI2,62.2,56,4627,6.62,6.54,4.09,177.075732,,,,
9583,1.08,Ideal,G,SI2,62.2,56,4627,6.59,6.56,4.09,176.812336,,,,
9581,1.08,Premium,G,SI2,62.9,59,4627,6.57,6.53,4.12,176.756652,,,,
9580,1.08,Premium,G,SI2,62.3,56,4627,6.6,6.52,4.09,176.00088,,,,
9582,1.08,Ideal,G,SI2,61.9,57,4627,6.57,6.55,4.06,174.71601,,,,
9584,0.9,Very Good,F,VS2,63.1,59,4627,6.13,6.05,3.84,142.41216,,,,
9574,1,Premium,D,SI2,58.3,61,4626,6.59,6.54,3.83,165.067638,,,,
9575,1,Premium,D,SI2,59.4,60,4626,6.56,6.48,3.87,164.509056,,,,
9577,1,Premium,D,SI2,59.5,62,4626,6.52,6.49,3.87,163.758276,,,,
9576,1,Premium,D,SI2,61.6,58,4626,6.45,6.37,3.95,162.291675,,,,
9571,1.01,Very Good,I,VS2,61.9,61,4626,6.36,6.41,3.95,161.03202,,,,
9572,1,Premium,D,SI2,62.2,61,4626,6.36,6.3,3.94,157.86792,,,,
9573,1,Very Good,G,SI1,63.3,60,4626,6.33,6.24,3.98,157.206816,,,,
